nha,omat_selected_plant,omat_selected_supplier,omat_selected_suppliercd,suppcd_1050,suppcd_1060,suppcd_1090,suppcd_1900,suppcd_2000,suppcd_3120,suppcd_po1,suppcd_po2,suppcd_pr,suppname_1050,suppname_1060,suppname_1090,suppname_1900,suppname_2000,suppname_3120,suppname_po1,suppname_po2,suppname_pr
03-378961-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-379396-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-379396-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-379396-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-379396-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-381891-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-381891-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-381891-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-381891-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-387792-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-387792-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-387792-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-387792-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-387792-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-387792-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-387792-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-387792-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-388437-00,2000,RAPID MANUFACTURING,0001002685,,,,0001002685,0001002685,,,,,,,,RAPID MANUFACTURING,RAPID MANUFACTURING,,,,
03-388437-00,2000,RAPID MANUFACTURING,0001002685,,,,0001002685,0001002685,,,,,,,,RAPID MANUFACTURING,RAPID MANUFACTURING,,,,
03-388437-00,2000,RAPID MANUFACTURING,0001002685,,,,0001002685,0001002685,,,,,,,,RAPID MANUFACTURING,RAPID MANUFACTURING,,,,
03-388437-00,2000,RAPID MANUFACTURING,0001002685,,,,0001002685,0001002685,,,,,,,,RAPID MANUFACTURING,RAPID MANUFACTURING,,,,
03-388437-00,2000,RAPID MANUFACTURING,0001002685,,,,0001002685,0001002685,,,,,,,,RAPID MANUFACTURING,RAPID MANUFACTURING,,,,
03-388437-00,2000,RAPID MANUFACTURING,0001002685,,,,0001002685,0001002685,,,,,,,,RAPID MANUFACTURING,RAPID MANUFACTURING,,,,
03-388437-00,2000,RAPID MANUFACTURING,0001002685,,,,0001002685,0001002685,,,,,,,,RAPID MANUFACTURING,RAPID MANUFACTURING,,,,
03-388437-00,2000,RAPID MANUFACTURING,0001002685,,,,0001002685,0001002685,,,,,,,,RAPID MANUFACTURING,RAPID MANUFACTURING,,,,
03-393508-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-393508-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-393508-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-393508-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-393508-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-393508-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-393508-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-393508-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-393508-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-393508-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-393508-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-393508-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-398519-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-398519-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-398519-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-398519-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-398519-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-398519-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-398519-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-398519-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-402704-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-402704-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-402704-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-402704-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-402704-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-402704-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-402704-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-402704-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-405240-00,,,,,,,,,,,,,,,,,,,,,
03-405240-00,,,,,,,,,,,,,,,,,,,,,
03-405240-00,,,,,,,,,,,,,,,,,,,,,
03-405240-00,,,,,,,,,,,,,,,,,,,,,
03-405240-00,,,,,,,,,,,,,,,,,,,,,
03-405240-00,,,,,,,,,,,,,,,,,,,,,
03-405240-00,,,,,,,,,,,,,,,,,,,,,
03-405240-00,,,,,,,,,,,,,,,,,,,,,
03-412587-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-412587-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-412587-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-412587-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-413246-00,2000,PLEXUS CORP,0001034118,,,,0001034118,0001034118,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-413246-00,2000,PLEXUS CORP,0001034118,,,,0001034118,0001034118,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-413246-00,2000,PLEXUS CORP,0001034118,,,,0001034118,0001034118,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-413246-00,2000,PLEXUS CORP,0001034118,,,,0001034118,0001034118,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-414243-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414243-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414243-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414243-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414243-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414243-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414243-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414243-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-414244-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416344-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416344-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416344-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416344-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416344-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416344-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416344-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416344-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416830-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416830-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416830-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416830-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416830-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416830-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416830-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-416830-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-419906-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-419906-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-419906-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-419906-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-421535-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-421535-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-421535-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-421535-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-422003-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-422003-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-422003-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-422003-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-424002-03,,,,,,,,,,,,,,,,,,,,,
03-424002-03,,,,,,,,,,,,,,,,,,,,,
03-424002-03,,,,,,,,,,,,,,,,,,,,,
03-424002-03,,,,,,,,,,,,,,,,,,,,,
03-424002-04,,,,,,,,,,,,,,,,,,,,,
03-424002-04,,,,,,,,,,,,,,,,,,,,,
03-424002-04,,,,,,,,,,,,,,,,,,,,,
03-424002-04,,,,,,,,,,,,,,,,,,,,,
03-424002-05,,,,,,,,,,,,,,,,,,,,,
03-424002-05,,,,,,,,,,,,,,,,,,,,,
03-424002-05,,,,,,,,,,,,,,,,,,,,,
03-424002-05,,,,,,,,,,,,,,,,,,,,,
03-424002-06,,,,,,,,,,,,,,,,,,,,,
03-424002-06,,,,,,,,,,,,,,,,,,,,,
03-424002-06,,,,,,,,,,,,,,,,,,,,,
03-424002-06,,,,,,,,,,,,,,,,,,,,,
03-430459-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-430459-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-430459-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-430459-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-436267-00,2000,RAPID MANUFACTURING,0001002685,,,,0001002685,0001002685,,,,,,,,RAPID MANUFACTURING,RAPID MANUFACTURING,,,,
03-436267-00,2000,RAPID MANUFACTURING,0001002685,,,,0001002685,0001002685,,,,,,,,RAPID MANUFACTURING,RAPID MANUFACTURING,,,,
03-436267-00,2000,RAPID MANUFACTURING,0001002685,,,,0001002685,0001002685,,,,,,,,RAPID MANUFACTURING,RAPID MANUFACTURING,,,,
03-436267-00,2000,RAPID MANUFACTURING,0001002685,,,,0001002685,0001002685,,,,,,,,RAPID MANUFACTURING,RAPID MANUFACTURING,,,,
03-437617-00,2000,PLEXUS CORP,0001034118,,,,0001034118,0001034118,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-437617-00,2000,PLEXUS CORP,0001034118,,,,0001034118,0001034118,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-437617-00,2000,PLEXUS CORP,0001034118,,,,0001034118,0001034118,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-437617-00,2000,PLEXUS CORP,0001034118,,,,0001034118,0001034118,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-449819-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-449819-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-449819-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-449819-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-450245-00,,,,,,,,,,,,,,,,,,,,,
03-450245-00,,,,,,,,,,,,,,,,,,,,,
03-450245-00,,,,,,,,,,,,,,,,,,,,,
03-450245-00,,,,,,,,,,,,,,,,,,,,,
03-450468-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-450468-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-450468-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-450468-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-10075-00,,,,,,,,,,,,,,,,,,,,,
04-10075-00,,,,,,,,,,,,,,,,,,,,,
04-10075-00,,,,,,,,,,,,,,,,,,,,,
04-10075-00,,,,,,,,,,,,,,,,,,,,,
04-10075-00,,,,,,,,,,,,,,,,,,,,,
04-10075-00,,,,,,,,,,,,,,,,,,,,,
04-10075-00,,,,,,,,,,,,,,,,,,,,,
04-10075-00,,,,,,,,,,,,,,,,,,,,,
04-320236-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-320236-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-320236-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-320236-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-360858-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-360858-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-360858-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-360858-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-379450-00,2000,PACIFIC STAINLESS PRODUCTS INC,0001034406,,,,0001034406,0001034406,,,,,,,,PACIFIC STAINLESS PRODUCTS INC,PACIFIC STAINLESS PRODUCTS INC,,,,
04-379450-00,2000,PACIFIC STAINLESS PRODUCTS INC,0001034406,,,,0001034406,0001034406,,,,,,,,PACIFIC STAINLESS PRODUCTS INC,PACIFIC STAINLESS PRODUCTS INC,,,,
04-379450-00,2000,PACIFIC STAINLESS PRODUCTS INC,0001034406,,,,0001034406,0001034406,,,,,,,,PACIFIC STAINLESS PRODUCTS INC,PACIFIC STAINLESS PRODUCTS INC,,,,
04-379450-00,2000,PACIFIC STAINLESS PRODUCTS INC,0001034406,,,,0001034406,0001034406,,,,,,,,PACIFIC STAINLESS PRODUCTS INC,PACIFIC STAINLESS PRODUCTS INC,,,,
04-435749-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
04-435749-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
