nha,omat_selected_plant,omat_selected_supplier,omat_selected_suppliercd,suppcd_1050,suppcd_1060,suppcd_1090,suppcd_1900,suppcd_2000,suppcd_3120,suppcd_po1,suppcd_po2,suppcd_pr,suppname_1050,suppname_1060,suppname_1090,suppname_1900,suppname_2000,suppname_3120,suppname_po1,suppname_po2,suppname_pr
02-460248-00,2000,BENTEK CORPORATION,0001034088,0001034088,,,0001034088,0001034088,,,,,BENTEK CORPORATION,,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
02-460248-00,2000,BENTEK CORPORATION,0001034088,0001034088,,,0001034088,0001034088,,,,,BENTEK CORPORATION,,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
02-460248-00,2000,BENTEK CORPORATION,0001034088,0001034088,,,0001034088,0001034088,,,,,BENTEK CORPORATION,,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
02-460248-00,2000,BENTEK CORPORATION,0001034088,0001034088,,,0001034088,0001034088,,,,,BENTEK CORPORATION,,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
02-460248-00,2000,BENTEK CORPORATION,0001034088,0001034088,,,0001034088,0001034088,,,,,BENTEK CORPORATION,,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
02-460248-00,2000,BENTEK CORPORATION,0001034088,0001034088,,,0001034088,0001034088,,,,,BENTEK CORPORATION,,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
02-460248-00,2000,BENTEK CORPORATION,0001034088,0001034088,,,0001034088,0001034088,,,,,BENTEK CORPORATION,,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
02-460248-00,2000,BENTEK CORPORATION,0001034088,0001034088,,,0001034088,0001034088,,,,,BENTEK CORPORATION,,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-00257-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-00257-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-00257-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-00257-03,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-033713-01,,,,,,,,,,,,,,,,,,,,,
03-033713-01,,,,,,,,,,,,,,,,,,,,,
03-033713-01,,,,,,,,,,,,,,,,,,,,,
03-033713-01,,,,,,,,,,,,,,,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-10738-00,1060,BENTEK CORPORATION,0001034088,,0001034088,,,,,,,,,BENTEK CORPORATION,,,,,,,
03-116030-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-116030-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-116030-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-116030-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-117648-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-117648-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-117648-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-117648-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-134121-00,2000,BENTEK CORPORATION,0001034088,0001034088,0001034088,,0001034088,0001034088,,,,,BENTEK CORPORATION,BENTEK CORPORATION,,BENTEK CORPORATION,BENTEK CORPORATION,,,,
03-135524-00,2000,PLEXUS CORP,0001034118,,,,0001034118,0001034118,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-135524-00,2000,PLEXUS CORP,0001034118,,,,0001034118,0001034118,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-135524-00,2000,PLEXUS CORP,0001034118,,,,0001034118,0001034118,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-135524-00,2000,PLEXUS CORP,0001034118,,,,0001034118,0001034118,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-146492-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-146492-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-146492-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-146492-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-148861-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-148861-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-148861-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-148861-01,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-148861-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-148861-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-148861-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-148861-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-158790-00,,,,,,,,,,,,,,,,,,,,,
03-158790-00,,,,,,,,,,,,,,,,,,,,,
03-158790-00,,,,,,,,,,,,,,,,,,,,,
03-158790-00,,,,,,,,,,,,,,,,,,,,,
03-169680-08,,,,,,,,,,,,,,,,,,,,,
03-169680-08,,,,,,,,,,,,,,,,,,,,,
03-169680-08,,,,,,,,,,,,,,,,,,,,,
03-169680-08,,,,,,,,,,,,,,,,,,,,,
03-191214-00,2000,PLEXUS CORP,0001030452,,0001030452,,0001030452,0001030452,,,,,,PLEXUS CORP,,PLEXUS CORP,PLEXUS CORP,,,,
03-191214-00,2000,PLEXUS CORP,0001030452,,0001030452,,0001030452,0001030452,,,,,,PLEXUS CORP,,PLEXUS CORP,PLEXUS CORP,,,,
03-191214-00,2000,PLEXUS CORP,0001030452,,0001030452,,0001030452,0001030452,,,,,,PLEXUS CORP,,PLEXUS CORP,PLEXUS CORP,,,,
03-191214-00,2000,PLEXUS CORP,0001030452,,0001030452,,0001030452,0001030452,,,,,,PLEXUS CORP,,PLEXUS CORP,PLEXUS CORP,,,,
03-191214-00,2000,PLEXUS CORP,0001030452,,0001030452,,0001030452,0001030452,,,,,,PLEXUS CORP,,PLEXUS CORP,PLEXUS CORP,,,,
03-191214-00,2000,PLEXUS CORP,0001030452,,0001030452,,0001030452,0001030452,,,,,,PLEXUS CORP,,PLEXUS CORP,PLEXUS CORP,,,,
03-191214-00,2000,PLEXUS CORP,0001030452,,0001030452,,0001030452,0001030452,,,,,,PLEXUS CORP,,PLEXUS CORP,PLEXUS CORP,,,,
03-191214-00,2000,PLEXUS CORP,0001030452,,0001030452,,0001030452,0001030452,,,,,,PLEXUS CORP,,PLEXUS CORP,PLEXUS CORP,,,,
03-192407-00,,,,,,,,,,,,,,,,,,,,,
03-192407-00,,,,,,,,,,,,,,,,,,,,,
03-192407-00,,,,,,,,,,,,,,,,,,,,,
03-192407-00,,,,,,,,,,,,,,,,,,,,,
03-192407-00,,,,,,,,,,,,,,,,,,,,,
03-192407-00,,,,,,,,,,,,,,,,,,,,,
03-192407-00,,,,,,,,,,,,,,,,,,,,,
03-192407-00,,,,,,,,,,,,,,,,,,,,,
03-192656-00,,,,,,,,,,,,,,,,,,,,,
03-192656-00,,,,,,,,,,,,,,,,,,,,,
03-192656-00,,,,,,,,,,,,,,,,,,,,,
03-192656-00,,,,,,,,,,,,,,,,,,,,,
03-192656-00,,,,,,,,,,,,,,,,,,,,,
03-192656-00,,,,,,,,,,,,,,,,,,,,,
03-192656-00,,,,,,,,,,,,,,,,,,,,,
03-192656-00,,,,,,,,,,,,,,,,,,,,,
03-259024-00,2000,PLEXUS CORP,0001030452,,,,0001030452,0001030452,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-259024-00,2000,PLEXUS CORP,0001030452,,,,0001030452,0001030452,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-259024-00,2000,PLEXUS CORP,0001030452,,,,0001030452,0001030452,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-259024-00,2000,PLEXUS CORP,0001030452,,,,0001030452,0001030452,,,,,,,,PLEXUS CORP,PLEXUS CORP,,,,
03-278228-00,,,,,,,,,,,,,,,,,,,,,
03-278228-00,,,,,,,,,,,,,,,,,,,,,
03-278228-00,,,,,,,,,,,,,,,,,,,,,
03-278228-00,,,,,,,,,,,,,,,,,,,,,
03-297825-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-297825-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-297825-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-297825-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-299162-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-299162-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-299162-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-299162-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-299425-00,,,,,,,,,,,,,,,,,,,,,
03-299425-00,,,,,,,,,,,,,,,,,,,,,
03-299425-00,,,,,,,,,,,,,,,,,,,,,
03-299425-00,,,,,,,,,,,,,,,,,,,,,
03-305708-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-305708-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-305708-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-305708-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-305708-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-305708-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-305708-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-305708-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-308715-00,,,,,,,,,,,,,,,,,,,,,
03-308715-00,,,,,,,,,,,,,,,,,,,,,
03-308715-00,,,,,,,,,,,,,,,,,,,,,
03-308715-00,,,,,,,,,,,,,,,,,,,,,
03-342131-00,,,,,,,,,,,,,,,,,,,,,
03-342131-00,,,,,,,,,,,,,,,,,,,,,
03-342131-00,,,,,,,,,,,,,,,,,,,,,
03-342131-00,,,,,,,,,,,,,,,,,,,,,
03-353672-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-353672-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-353672-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-353672-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-354512-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-354512-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-354512-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-354512-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-362806-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-362806-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-362806-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-362806-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367641-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367661-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367661-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367661-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-367661-00,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-372722-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-372722-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-372722-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-372722-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-372722-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-372722-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-372722-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-372722-02,2000,ROGAR MANUFACTURING INC,0001034474,,,,0001034474,0001034474,,,,,,,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-378961-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-378961-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-378961-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-378961-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-378961-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-378961-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
03-378961-00,2000,ROGAR MANUFACTURING INC,0001034474,,0001034474,,0001034474,0001034474,,,,,,ROGAR MANUFACTURING INC,,ROGAR MANUFACTURING INC,ROGAR MANUFACTURING INC,,,,
